FWER,sensitivity,sm_sigma,snr,n_subj,method,threshold_u,FWHM
0.0,0.0,0.0,0.0,2,t-dist,3.4,2.360568296949189
0.0,0.0,0.0,0.0,5,t-dist,3.4,2.368687693840898
0.0,0.0,0.0,0.0,7,t-dist,3.4,2.368330114334072
0.0,0.0,0.0,0.0,10,t-dist,3.4,2.3678667658797274
0.0,0.0,0.0,0.0,15,t-dist,3.4,2.359913465347505
0.0,0.0,0.0,0.0,20,t-dist,3.4,2.3558294466096994
0.0,0.0,0.0,0.0,30,t-dist,3.4,2.35512836255783
0.0,0.0,0.0,0.0,45,t-dist,3.4,2.3608835128902412
0.0,0.0,0.0,0.0,60,t-dist,3.4,2.3619237856196373
0.0,0.0,0.0,0.1,2,t-dist,3.4,2.360568296949189
0.0,0.0,0.0,0.1,5,t-dist,3.4,2.368687693840898
0.0,0.0,0.0,0.1,7,t-dist,3.4,2.368330114334072
0.0,0.0,0.0,0.1,10,t-dist,3.4,2.3678667658797274
0.0,0.0,0.0,0.1,15,t-dist,3.4,2.359913465347505
0.0,0.0,0.0,0.1,20,t-dist,3.4,2.3558294466096994
0.0,0.0,0.0,0.1,30,t-dist,3.4,2.35512836255783
0.0,0.0,0.0,0.1,45,t-dist,3.4,2.3608835128902412
0.0,0.0,0.0,0.1,60,t-dist,3.4,2.3619237856196373
0.0,0.0,0.0,0.25,2,t-dist,3.4,2.360568296949189
0.0,0.0,0.0,0.25,5,t-dist,3.4,2.368687693840898
0.0,0.0,0.0,0.25,7,t-dist,3.4,2.368330114334072
0.0,0.0,0.0,0.25,10,t-dist,3.4,2.3678667658797274
0.0,0.0,0.0,0.25,15,t-dist,3.4,2.359913465347505
0.0,0.0,0.0,0.25,20,t-dist,3.4,2.3558294466096994
0.0,0.0,0.0,0.25,30,t-dist,3.4,2.35512836255783
0.0,0.0,0.0,0.25,45,t-dist,3.4,2.3608835128902412
0.0,0.0,0.0,0.25,60,t-dist,3.4,2.3619237856196373
0.0,0.0,0.0,0.5,2,t-dist,3.4,2.360568296949189
0.0,0.0,0.0,0.5,5,t-dist,3.4,2.368687693840898
0.0,0.0,0.0,0.5,7,t-dist,3.4,2.368330114334072
0.0,0.0,0.0,0.5,10,t-dist,3.4,2.3678667658797274
0.0,0.0,0.0,0.5,15,t-dist,3.4,2.359913465347505
0.0,2.359882005899705e-05,0.0,0.5,20,t-dist,3.4,2.3558294466096994
0.0006666666666667043,0.0009144542772861358,0.0,0.5,30,t-dist,3.4,2.35512836255783
0.0,0.01505014749262537,0.0,0.5,45,t-dist,3.4,2.3608835128902412
0.0006666666666667043,0.06407079646017699,0.0,0.5,60,t-dist,3.4,2.3619237856196373
0.0,0.0,0.0,0.75,2,t-dist,3.4,2.360568296949189
0.0,0.0,0.0,0.75,5,t-dist,3.4,2.368687693840898
0.0,0.0,0.0,0.75,7,t-dist,3.4,2.368330114334072
0.0,0.0,0.0,0.75,10,t-dist,3.4,2.3678667658797274
0.0,0.0011504424778761063,0.0,0.75,15,t-dist,3.4,2.359913465347505
0.0,0.010790560471976402,0.0,0.75,20,t-dist,3.4,2.3558294466096994
0.0006666666666667043,0.10072566371681417,0.0,0.75,30,t-dist,3.4,2.35512836255783
0.002666666666666706,0.3444483775811209,0.0,0.75,45,t-dist,3.4,2.3608835128902412
0.010000000000000009,0.5386725663716814,0.0,0.75,60,t-dist,3.4,2.3619237856196373
